gene,rna_baseMean,rna_log2FC,rna_padj
Mcf2,118.4788593,-0.46656627,0.049234209
RGD1561327,391.0392073,-1.582242648,6.80E-20
Slitrk4,3028.322323,-1.541157178,1.27E-30
Gabra3,484.6188288,0.443595071,1.36E-02
Nsdhl,682.4547492,-0.157877289,3.64E-01
Aff2,490.4722511,-0.413437051,0.019703482
Plxna3,692.7529809,0.062768922,7.23E-01
Phf6,115.3043081,-0.41794503,0.093631064
Ints6l,296.8062232,0.201147186,0.338237744
Slc9a6,2264.050496,-0.334310975,0.009396906
Htatsf1,1927.654101,-0.586571188,9.13E-05
Zfp300,297.3191897,0.144348576,0.503508741
Syn1,3222.313229,-0.509636717,2.48E-05
Araf,1730.187949,-0.324746394,0.015919176
LOC100911510,31.01537664,-0.104054456,0.802972624
LOC299312,52.44042846,-0.348498992,2.80E-01
Cdk16,3620.290648,0.81110762,5.77E-12
Rbm10,1009.089571,-0.202921987,0.193859046
Ndufb11,1057.98914,-0.143173891,0.333345005
RGD1564855,6.485463594,-0.974729146,0.059390547
Chst7,23.29609733,0.432448987,0.337341981
Ube2q2l,251.8316825,-0.860763888,1.99E-06
RGD1565685,227.1216827,-0.129718341,5.98E-01
RGD1561661,2.948880002,0.487712026,0.309385497
Xk,141.3028346,-1.060158353,1.63E-06
LOC100363171,3.769665029,0.141897699,0.792102941
Dynlt3,1108.157059,-0.829943647,2.50E-09
Slc38a5,56.03519056,2.701700994,9.00E-14
Ftsj1,83.11583033,-0.001224725,0.996800006
Porcn,470.8643052,-0.724090102,2.22E-05
Ebp,92.92614225,-0.233839358,0.382857865
Wdr13,1364.066335,0.61847728,1.70E-05
Suv39h1,80.1736942,-0.242179042,0.391977625
Glod5,7.843754334,1.169416556,0.024663124
Pqbp1,817.3760292,-0.577086376,4.59E-05
Slc35a2,284.9833285,-0.083534585,0.705792628
Otud5,1979.837061,0.379247419,0.004181704
Kcnd1,75.1506044,-0.399113642,0.160874829
Gripap1,1577.916421,-1.044938706,4.59E-17
Ccdc120,60.77628315,0.044668465,0.899033276
Praf2,269.9684326,-0.586162322,0.001227852
Wdr45,412.7322402,-0.174259822,0.317146869
Gpkow,380.2533824,0.139691448,0.476160148
Magix,5.683948434,0.577816022,0.257228885
Syp,4510.885715,-1.044769937,2.30E-15
Ppp1r3f,19.76440975,-0.671758975,0.130067173
Nudt11,30.64742145,-0.296844678,0.472329549
LOC102547118,1.828699058,-0.161179207,0.741715529
LOC367746,11.28627156,1.032500242,0.036001481
Ubqln2,2090.839082,-0.445955387,3.64E-04
RragB,3.047957137,0.544949699,0.260445497
Foxr2,7.395402547,-0.524956709,0.299497051
Mageh1,449.4482413,0.025786719,0.896783385
Usp51,34.44088426,-1.018536598,0.005967207
LOC685025,10.57715571,-0.265365779,0.593700203
Fgd1,110.1712016,0.500552211,0.04349691
Tsr2,60.04225496,0.021598115,0.952378401
Fam156b,30.24150831,-0.680137548,0.071869846
Smc1a,3391.186856,-0.654328873,1.19E-07
Kdm5c,1257.876968,-0.293511782,0.037826822
Gpr173,39.37674773,-0.251458035,4.97E-01
Tro,1636.497465,-0.52096232,3.99E-05
Apex2,70.77303671,-0.383478516,0.187923314
LOC103690112,690.3874818,-0.009040645,0.961317374
LOC685590,74.09719582,-0.268920403,0.386697911
LOC685699,6.081965997,0.306642051,0.554764465
Gpr143,12.33250862,1.155431933,0.017604997
Hccs,439.7038435,-0.15289507,0.396329813
Msl3,486.3550338,-0.718278572,4.58E-06
Tmsb4x,20582.73352,-0.906032204,3.34E-15
Egfl6,398.6687088,1.331083944,7.40E-15
Trappc2,1914.792819,-1.052978798,4.99E-12
Ofd1,738.4697391,-0.583160212,1.54E-04
Gemin8,270.2272176,-0.15959906,0.410062433
Fancb,68.36597985,-0.484996622,0.092330897
Asb11,2.800481081,0.014139615,9.80E-01
Zrsr2,593.4123501,-0.458100858,0.006938917
RGD1565844,14.07803895,-0.520980377,0.255309471
Txlng,453.7123418,-0.512608608,0.003902839
Rbbp7,4452.591128,-0.756987458,8.63E-09
Gja6,3.049732377,-0.155123136,0.767454067
LOC100361543,2.97120757,0.057106801,9.16E-01
Pdha1,2816.660519,-0.295794298,0.016678138
RGD1562161,169.7356457,-0.487960563,0.052307195
Mbtps2,414.4781686,-0.852490096,1.10E-06
Yy2,77.96574121,-0.960269279,4.40E-04
Acot9,2139.230883,-0.912368493,1.06E-11
LOC317456,6.014282475,-0.224113026,0.670859011
LOC102556957,1.95234255,-0.157193038,7.46E-01
Cldn34e,5.758434815,-1.159591804,0.025446393
Ptges3l1,56.18076157,-0.157779409,0.668998481
RGD1562200,24.63571746,0.408991186,3.12E-01
Tab3,404.7664701,-0.768524845,1.76E-05
LOC100363193,2.693037242,-0.69891533,0.125302656
RGD1561382,2.001749442,0.054037476,9.13E-01
Pdk3,786.4750213,-0.177175314,0.278075678
Eif2s3,3468.066417,-0.199548929,1.62E-01
Klhl15,255.4924708,-0.752276659,5.48E-05
LOC685700,3.367050061,-0.913288882,0.056051185
LOC102554431,8.020317356,-0.799490829,0.112455787
Maged1,6484.062022,-0.90205932,2.71E-15
Gspt2,947.3707588,-1.578353187,1.49E-27
LOC100912165,328.11686,-1.09705748,2.46E-09
Amer1,237.7389741,-0.092958109,0.65832765
Zc4h2,238.17083,-0.614260376,0.00118166
Zc3h12b,746.6752617,-1.012232512,3.65E-13
Las1l,931.5840575,-0.716776284,1.36E-06
Pgr15l,12.89294062,-0.6366928,0.18042773
Yipf6,1045.248053,-0.497622966,3.67E-04
Efnb1,144.5951799,-0.990189496,2.76E-05
Pja1,3719.796339,-0.75861106,1.96E-09
Igbp1,674.455216,-0.019686552,0.915789134
Nlgn3,2786.397287,-0.623518773,2.66E-07
Pin4,480.0319091,-0.202615542,0.256792601
Cited1,15.0737354,-0.130812532,0.789796581
LOC108348153,1.894244876,-0.037758828,0.940717527
LOC103694491,2.139743069,0.138203514,0.763786037
Fam127c,121.6781798,-0.299732523,0.275706956
Fam127b,139.8354419,-0.512043325,3.27E-02
Dmrtc1b,119.8624268,-0.387587454,0.107239199
Pabpc1l2a,78.52146743,-0.739965352,0.015216134
Nap1l2,2347.50521,-1.338791438,6.99E-26
Chic1,260.361936,-0.538817562,0.004403717
LOC367858,2.679613831,-0.196192279,0.701870965
Pbdc1,686.3824276,-0.813564811,1.32E-07
Magee1,1676.656185,-0.803872609,3.85E-10
Fgf16,20.38365098,-0.950241606,0.02780675
Pgk1,8634.507622,-0.503378872,1.20E-05
Taf9b,1103.282514,-0.690653136,5.98E-07
RGD1560821,16.46764123,0.353944334,4.46E-01
Zcchc5,9.200605143,-1.097749612,3.35E-02
Pou3f4,68.71669856,1.400177561,2.86E-06
RGD1561958,6.64280641,-0.833506753,0.104528723
Zfp711,616.9923588,-1.392940089,2.56E-19
LOC100909548,1.965226032,-0.059186579,0.907734996
Nap1l3,1978.160644,-0.685172692,1.45E-05
RGD1563104,2.987497906,-0.435929903,0.37004717
Cstf2,536.3857207,-0.246541326,0.126521252
Nox1,2.910050939,-0.924269198,0.03980765
RGD1565132,3.914499624,0.220064005,6.75E-01
Tmem35,438.9716905,-0.826467886,6.11E-07
Timm8a1,163.301655,0.843086999,1.18E-04
Gla,479.1809489,-0.302960569,5.92E-02
Hnrnph2,2741.385019,-0.684609547,2.23E-08
Armcx4,1321.423736,-0.164571355,0.281758038
Armcx6,48.15340436,0.553263005,0.084214461
Armcx3,2436.660886,-0.540894028,5.36E-05
Armcx2,1942.275605,-0.530982887,2.70E-05
Nxf5,241.0216671,-0.86107577,1.96E-05
LOC102552920,1215.90993,-1.361972011,1.90E-19
Gprasp1,11821.77904,-0.354092224,0.005298503
Gprasp2,3636.421414,-0.681445698,1.76E-08
Bhlhb9,1042.086797,-0.503945196,4.67E-04
MGC109340,107.0807147,0.214511194,0.409262993
Arxes2,59.74476875,0.560242275,0.061932814
Bex2,1561.424717,-0.776970134,6.77E-10
Tceal8,1359.801151,-0.060899081,0.702538136
Tceal5,104.8199198,-1.425670868,1.52E-08
Tceal7,26.96305744,-1.002632296,1.19E-02
Tceal9,1173.639272,-0.792082561,1.76E-09
Tceal3,204.8571985,-1.014765267,8.94E-06
Tceal1,877.9544204,-0.780216778,1.41E-08
Morf4l2,6677.050628,-0.975932665,3.23E-17
Glra4,26.67109835,-1.671771783,6.39E-05
Rab9b,496.9588795,-1.450923079,1.09E-18
Tmsbl1,148.8993212,1.467381634,5.21E-07
Zcchc18,2802.965581,-0.6121454,4.18E-07
Rnf128,654.2490073,-0.854959606,8.76E-09
Nup62cl,9.210981957,-0.328882172,0.511382079
Vsig1,1.994639841,0.390616839,0.391977625
Psmd10,256.7988689,-0.063766928,0.766920895
Kcne5,14.86953305,1.518953428,0.003540501
LOC100912526,16.71394103,0.27649812,0.537370397
Alg13,277.7732966,-0.610356071,0.001150536
Lhfpl1,3.252593148,-0.175352564,0.735320051
Lrch2,581.9699223,-0.438754418,0.015177276
Pls3,2000.693445,1.566716605,3.22E-22
LOC103694506,21.70075622,-0.776805728,0.070325557
Wdr44,2000.647173,0.100912551,0.568487491
Akap17b,838.7462518,-0.880356934,2.14E-09
Slc25a5,3385.541149,-0.499341205,2.97E-05
Ube2a,697.2934378,-0.649118763,1.78E-05
LOC100910054,43.2910598,-0.788832374,0.018472682
Rpl39,13.06579198,-0.243440518,0.617797467
Upf3b,457.475861,-0.500438029,0.005104387
Nkap,545.8713764,-0.338081516,0.065210385
Cul4b,2303.948819,-0.314387028,0.050576365
Mcts1,1792.20341,-1.218012646,9.10E-19
C1galt1c1,1321.6543,-0.648572074,2.90E-05
LOC103694513,183.208877,-0.568520403,0.004839928
Dcaf12l2,13.3999271,-0.090979713,0.856425128
Dcaf12,235.9953802,-0.615312999,0.001342505
LOC681300,3.902776424,-0.610380586,0.217353765
Smarca1,1708.152882,-0.839588018,7.60E-09
Ocrl,1533.89577,-0.51411715,2.53E-04
Xpnpep2,4.150872986,0.500937949,0.319662001
Bcorl1,438.4334683,-0.261407461,1.10E-01
Aifm1,676.8848901,-0.554432324,1.37E-04
Rab33a,293.1461428,-0.5376442,0.002058895
Slc25a14,1016.61488,-1.375932399,3.73E-25
Rbmx2,227.1176544,-0.397810908,0.046764555
Ccdc160,45.96558096,-0.668413642,0.047481682
Gpr101,32.07715683,-0.033753155,0.935180022
RGD1560171,17.82440565,0.24021798,0.598124805
Ldoc1,2.783077565,-0.616098193,0.18985935
Gabrq,3.400214461,0.047864992,0.930933979
Cetn2,1465.743341,-0.48349686,7.99E-04
Pnma3,467.6556257,-1.070367483,4.12E-12
Xlr4a,1.947298317,0.031820987,0.948281103
Fmr1,1886.062293,-0.618092628,6.85E-05
Dkc1,149.9247635,0.49417137,0.063755366
LOC102552182,11.99086222,-0.790929596,0.101640724
Ubl4a,316.9546682,-0.15445471,0.414633897
Lage3,740.1091252,-0.350668258,0.035735601
Gdi1,12603.61765,-0.863267284,1.14E-14
Atp6ap1,6587.493587,-0.835328267,2.48E-13
Taz,313.8207945,-0.55228028,0.002370692
Emd,227.5825455,-0.687917639,4.07E-04
Mecp2,635.8633802,0.191152426,2.21E-01
Hcfc1,927.2345934,0.02713804,0.871105693
Naa10,246.5386427,-0.569789483,0.002038444
L1cam,3716.855078,-1.201012504,3.89E-23
Pdzd4,2463.351058,0.561237526,2.38E-05
Idh3g,2211.817475,-0.134652179,0.368042962
Srpk3,23.58057498,-0.168021061,0.693245309
Slc6a8,928.1291182,0.84866802,1.58E-09
Pnck,439.1259721,-1.206704346,1.12E-13
Dusp9,35.38648096,-1.648220339,2.44E-05
Haus7,203.8088994,0.357388897,0.077441339
Zfp92,92.61077968,-0.20036168,0.468408424
Mospd1,93.59487302,-0.234185742,0.399153699
LOC108349261,9.329343947,-0.516648913,0.29260156
Mmgt1,268.593706,-0.206170529,0.32762899
Rbmx,810.713684,-0.629578463,5.29E-06
LOC103694558,137.2811579,-0.31721486,0.173292329
Eif2s3y,2890.697049,-0.43056016,0.003866173
LOC103694537,400.3501867,-0.866737424,1.49E-07
Ddx3,3093.473358,-0.397684901,0.005361802
Rbfox1,2779.117353,-1.193655749,8.26E-21
Pitpnm3,209.7695444,1.143475121,1.12E-06
Ube2z,496.2480994,-0.486527009,0.00204577
Rptor,912.6140659,-0.117855894,0.437303518
Tenm2,3369.114099,-1.1818627,1.94E-20
Ttc1,1129.872047,-0.489904534,7.90E-04
Itk,7.307920486,-0.812479996,0.11086355
Tbc1d9b,1347.728423,0.586144884,2.73E-05
Vdac1,1826.847896,-0.658119418,1.92E-07
Glra1,2.626403213,0.028848719,0.957689277
Dnah9,1670.59366,-1.032481718,5.96E-14
Pirt,4.946855569,1.274891174,0.012769122
Pfas,594.6593857,0.240626366,0.152635131
Smg6,213.8326791,0.014518228,0.950416015
Asic2,436.1392716,-0.118786079,0.499759614
Nle1,60.49151629,0.120210635,0.735720134
Synrg,2330.789065,-0.349458788,0.00584412
Usp32,9764.758668,-0.41524197,0.001464483
Trim37,6823.184095,-0.401144086,0.001990046
Spag9,10766.77023,0.253402526,0.059350827
Samd14,125.9008316,1.391342081,7.14E-08
Efcab3,3.634969389,-0.4613835,0.351234837
Strada,419.9821381,-0.89104573,8.53E-08
Prkca,4603.060562,-0.681549717,4.17E-09
Mgat5b,278.9517023,0.507533691,0.009219576
Ccdc57,152.4012296,0.110100335,0.643291967
LOC103693254,11.53410856,-0.505888499,0.290596755
Abcc1,520.5346991,-0.354865534,0.024595924
Mkl2,958.6389451,-0.951415158,1.26E-12
Parn,609.6194673,-0.368358872,0.031782987
LOC103693260,375.2952124,0.081343932,6.87E-01
Shisa9,252.8577693,0.467975799,0.012272222
RGD1305733,1415.057604,-0.564725997,1.08E-05
Clec16a,1142.757614,-0.353396908,0.009106624
Tekt5,44.35171098,-0.64943721,0.054383818
Usp7,6332.551486,-0.594589551,1.92E-06
Tmem186,136.8237722,-0.215424154,0.386818969
Glyr1,2657.654256,-0.362869356,0.003168948
Mgrn1,3969.479051,0.102970426,0.461455637
Hmox2,1308.463272,-0.881489929,6.53E-12
Srl,18.00240817,-0.898869366,0.045923567
Adcy9,3078.513861,-1.43865056,9.71E-24
Crebbp,3121.162694,-0.093491137,0.520891352
Slx4,495.3945759,-0.186718435,0.25834825
Flywch1,767.6896809,0.166392089,0.362838181
Pdpk1,3800.758838,-0.578291966,7.81E-06
Abca3,2745.731979,-0.719300871,1.65E-07
Mapk8ip3,5109.959331,-0.264485608,0.062816771
Unkl,176.4725789,0.296835856,0.219167049
Rhbdl1,275.2943944,0.366774947,0.129077232
Capn15,302.6955264,0.766273792,2.54E-05
Cpeb4,3140.746459,-0.547691619,1.83E-05
Ergic1,783.651387,-0.669705577,2.65E-06
Fbxw11,3130.58977,-0.460864575,1.63E-04
Ranbp17,273.0103957,0.655564817,2.17E-04
Slit3,1774.858289,-1.490112194,1.66E-20
Gabrg2,4725.661048,-1.51333764,7.05E-30
Gabrb2,3028.5413,-1.089087036,7.40E-19
Adam19,324.6654306,-0.941991603,2.43E-07
Cyfip2,11967.84746,-0.18287422,0.136626167
Sar1b,1464.555175,-0.28175528,0.041496179
Fstl4,146.2382609,-0.541552489,0.02013839
Zcchc10,75.01116309,-0.598259392,0.029446805
Kif3a,4525.480926,-1.071682282,3.61E-20
LOC303140,45.72714418,0.03011585,0.936464912
Cdc42se2,335.3391067,0.196408466,0.29364138
LOC102552882,5.29487957,-0.51859622,0.309718209
Gria1,19075.4804,-1.436520242,1.58E-31
Sh3bp5l,380.3096661,-0.247974546,0.19107895
Obscn,15.28817302,0.226232167,0.633499529
Wnt3a,12.68394665,-1.242433662,0.014435443
Pemt,43.70516382,-0.416068893,0.214098993
Rai1,701.8450873,-0.52383891,7.88E-04
Tom1l2,2136.254423,0.362950398,0.005314348
Kcnj12,82.50629431,-0.468367168,0.083227499
Usp22,3709.326649,-0.638517888,1.22E-07
Epn2,3085.478367,0.003450168,0.983792924
Ulk2,3131.244806,0.244479281,0.073780676
Specc1,1233.227938,0.036832251,0.826363757
Ncor1,9134.978348,-0.262834724,0.040050877
Cox10,200.5076945,-0.180095613,0.436486186
Arhgap44,2180.604774,-0.240475854,0.061685387
Map2k4,3152.258299,-0.887202359,4.16E-11
Shisa6,530.2812756,-0.7961473,1.69E-07
Gas7,3682.42717,-0.390111003,0.00423624
Myh10,7450.833861,-1.023706973,1.11E-19
Ndel1,1620.445667,-0.639281459,1.57E-06
Chd3,17729.86865,0.907109703,1.76E-13
Shbg,100.7313793,-0.817458483,8.33E-04
Rabep1,8652.427494,0.014966465,0.93009961
Ube2g1,865.8733256,-0.257704243,0.146760608
Spata22,2.993042759,0.014812097,0.979994808
Rap1gap2,1304.839733,0.992846043,5.37E-14
Pafah1b1,14056.96904,-0.673537415,4.66E-07
Sgsm2,1407.441967,1.057514546,1.90E-12
Gosr1,534.5177406,-0.159390157,0.350455171
Crk,1515.053513,-0.241243333,0.07683258
Rph3al,71.19244291,0.425335717,0.151788331
Vps53,1157.460541,-0.545605031,5.31E-05
Abr,8839.274365,-0.371391323,0.001595743
Sez6,3679.704616,-1.332214781,3.79E-21
Eral1,457.835421,-0.607479319,1.01E-04
Fam222b,183.3458521,0.052611026,0.834278755
RGD1307929,17492.15868,0.248732994,0.039393404
Nlk,251.7328494,-0.874406508,2.36E-06
Ksr1,349.9888011,-0.900970181,2.38E-07
Omg,5773.442331,-0.046015224,0.799649682
Rab11fip4,2333.510233,0.376177589,0.004752414
Suz12,1032.825322,-0.459859579,0.003056469
Rhot1,2526.70744,-0.715060029,5.98E-07
Zfp207,2739.750656,-0.567656652,7.24E-06
Ap2b1,3392.346466,-0.274988332,0.027362778
Tada2a,454.3494115,-0.297927227,0.071126344
Aatf,395.0878084,-0.558657046,5.59E-04
Myo19,87.60578943,-0.152422557,0.59400109
Bcas3,1162.495164,-0.207972836,0.159869511
Ppm1e,11962.85375,-1.50088284,1.13E-34
Rad51c,132.8819052,-1.059980479,5.84E-06
Tex14,8.554034702,0.714299035,0.151812246
Akap1,920.6943156,-0.492424121,4.44E-04
Mmd,3875.089203,-0.525628967,9.08E-06
Hlf,341.5837849,-0.12556646,0.499828256
Nme1,1277.066139,-0.466564135,5.40E-04
Cacna1g,1396.492945,-0.893161406,7.69E-11
Kat7,1600.065112,-0.701507778,2.06E-08
Skap1,6.738609784,-0.637163978,2.09E-01
Npepps,4660.075579,-0.354981389,6.03E-03
Socs7,805.6441754,0.186439162,0.218672081
Med1,1887.129287,-0.663941518,3.97E-07
Ikzf3,43.33026925,-0.606912898,6.84E-02
Med24,1228.601142,-0.515934665,1.52E-04
Krt42,10.47038831,-0.45711982,0.347487951
Nt5c3b,447.3133385,0.05769253,0.752832395
Mlx,677.7682928,-1.024251868,1.80E-12
LOC103693455,4.876288802,-0.325886458,0.528412005
LOC108352174,4.836773405,-0.118633791,0.828133048
Dhx8,1088.475563,-0.646599595,7.52E-07
Dusp3,491.9567756,0.326229547,0.05386729
Slc4a1,41.16274435,1.659376377,2.70E-06
Eftud2,1978.581205,-0.784056577,1.66E-10
Prp2l1,3153.020916,-0.924020803,1.10E-12
Gosr2,600.5361031,0.085303731,0.643477898
Nsf,11445.08357,-1.140281444,5.19E-22
LOC686084,20.54043255,-0.691365194,1.21E-01
Tlk2,1574.733795,-0.200403819,2.03E-01
Tanc2,4449.781196,-0.457837095,1.49E-04
Dcaf7,448.1751513,-0.296092263,0.073554022
Tex2,2735.610325,-0.577434951,1.38E-06
Bptf,3737.190525,-0.279415377,2.80E-02
Abca8,400.3195169,-1.082260201,5.31E-11
LOC102549836,10.5962743,1.102475711,0.030807544
Sdk2,382.6583273,0.711041236,4.94E-04
Cdr2l,102.7345705,0.175756306,0.517670585
Hn1,991.6237477,-1.188164164,1.43E-14
Grb2,995.8298953,-0.869629158,2.32E-10
Ube2o,1318.887885,-0.570257433,6.40E-05
Dnah17,37.08273494,0.066392623,0.867889479
Cyth1,697.3457059,-0.019948582,0.910985546
Rbfox3,1041.064206,-0.916252786,5.33E-10
Cbx2,16.60586797,-1.100419578,0.019333767
Tbc1d16,485.5301576,1.392340092,2.33E-15
Baiap2,2130.578922,-1.35795542,1.46E-18
Bahcc1,148.4492101,0.891963086,2.24E-04
Nploc4,1270.68857,0.122446059,0.44715667
Gps1,1800.543713,-0.183774364,0.243268953
Foxk2,1182.819874,0.011162486,9.47E-01
Tbcd,2008.827326,-0.295644262,1.98E-02
Fopnl,436.3003165,-0.183332023,0.301484045
LOC103693257,5.55038395,-0.397495831,4.40E-01
LOC688708,12.69180073,0.299242543,5.29E-01
Ercc4,135.4991221,-0.224418865,0.346078865
Rrn3,984.8751189,-0.572216592,8.57E-05
LOC100362572,59.92730274,0.394507518,0.187858491
Dexi,150.7166855,-0.360529681,0.106986399
Tvp23a,210.149938,-0.712129704,2.07E-04
Nubp1,286.4424442,-0.421742489,0.029767287
Rpl39l,7.509849279,-0.957275677,0.062753011
RGD1309748,748.7503312,-0.23016089,1.50E-01
Mettl22,211.7436919,-0.393817878,0.05506803
Tmem114,2.230211865,0.02099021,9.68E-01
Rbm25l1,284.0487409,-0.897613043,4.23E-06
Alg1,177.053051,-0.51700873,1.90E-02
RGD1565166,28.17348494,1.431585525,4.91E-04
Rogdi,852.4762266,-0.615095015,3.69E-05
LOC360479,8.754571016,-0.278189155,0.579906079
Anks3,559.8522148,0.780842823,2.43E-07
Nudt16l1,139.6375498,-0.627031017,0.012748323
Cdip1,1143.909703,-0.566907797,1.65E-05
Dnaja3,1101.973069,-0.5550872,2.58E-05
Pam16,426.7204317,-0.380874653,0.028151588
Tfap4,13.9846384,0.37774779,0.421411621
Trap1,1133.00757,-0.390051372,0.004684731
Dnase1,8.732925271,0.56362933,2.56E-01
Cluap1,1411.438703,-0.496761995,1.03E-04
RGD1561796,26.07195685,0.199961309,6.33E-01
Zfp597,900.5674976,-0.802172797,1.77E-08
Zfp174,85.80150378,-0.224532705,0.412240438
Zfp213,238.4567886,-0.232896501,0.242400643
Zfp13,91.22493153,0.322517808,2.49E-01
Thoc6,105.1305723,-0.400303204,1.13E-01
Hcfc1r1,456.751988,-0.030815208,0.876603944
Paqr4,140.0788287,-0.006383545,0.98540395
Flywch2,48.55716729,0.069898792,0.858928094
Tceb2,810.2697439,-0.197194453,2.54E-01
Prss30,6.664255535,-1.326584455,0.011987947
Prss22,30.72508423,-1.666414657,2.17E-04
Atp6v0c,2322.867783,-0.869932027,2.11E-11
Tbc1d24,680.3129266,-0.025963382,0.886519668
Ntn3,82.22660081,-0.270426851,0.348803887
LOC100158225,55.45244584,-0.17867357,0.584595548
Rnps1,1153.797667,-0.409371722,0.005808477
E4f1,154.0837309,-0.020946138,0.936045034
Pgp,239.2786245,0.050255735,0.821004229
Mlst8,310.1755371,0.039723755,0.846210473
Bricd5,6.44938021,0.438674336,3.92E-01
Caskin1,1605.396959,0.811011793,2.43E-08
Rab26,633.6396986,-1.157120586,4.19E-13
Tsc2,2245.281542,0.876414667,1.21E-11
Zfp598,249.3563674,0.21184398,0.291766521
Syngr3,565.8820132,-0.867787786,1.51E-05
Tbl3,275.0385532,-0.069413705,0.750933582
Rnf151,4.099853017,-0.015802262,9.79E-01
Ndufb10,1836.472202,-0.430689088,8.63E-04
Rpl3l,4.970294737,-0.790638658,0.121335847
Fahd1,109.0630262,-0.585588525,1.54E-02
Hagh,775.1606089,-0.515273068,0.001094001
Spsb3,365.0821348,0.227921887,2.14E-01
Eme2,264.5671751,0.591397468,5.53E-03
Mrps34,190.1623794,-0.553347598,1.10E-02
Nme3,243.8752127,-0.209497575,0.289146213
Telo2,280.2064119,-0.059936334,0.787873192
RGD1565784,116.6938887,-0.47972258,0.054545732
Gnptg,580.9943689,-0.345955289,0.06240165
Tsr3,236.9855748,-0.36011387,5.84E-02
Baiap3,28.19726209,0.447421481,0.251735255
Ube2i,279.3801449,-0.115896343,5.64E-01
Cacna1h,1149.919816,-0.576478644,5.27E-05
Lmf1,193.7701685,0.094414582,7.00E-01
Rpusd1,141.7001898,-0.610834851,7.28E-03
Mslnl,2.565595791,0.036251534,0.945389368
Narfl,272.2724968,-0.015939977,0.944823923
Haghl,66.39604583,0.352434465,2.55E-01
Fam173a,229.8186945,0.013403115,0.955676455
Fbxl16,3777.510787,1.001065959,1.19E-12
Wdr24,426.6109998,-0.586284351,6.67E-04
Stub1,1425.704926,-0.418748883,0.001621485
Rhot2,461.304065,0.147236353,0.412670924
Wdr90,83.5390057,0.069613285,8.23E-01
Mcrip2,42.40516061,0.364752063,0.284581731
Rab40c,84.0873696,-0.221525859,0.458351899
Prr35,3.243303003,-0.077356852,0.886144664
Rab11fip3,1551.063125,-0.02654155,0.870160921
Mrpl28,435.6759397,-0.271590208,0.102208293
Luc7l,818.8613828,-0.424133456,0.003554947
Hba-a1,101.4662234,2.00336941,3.76E-13
Hba2,1024.242939,2.158182901,3.63E-46
Hba1,1654.188753,2.120224938,1.13E-43
Nprl3,270.7144582,-0.23145489,0.234528835
Mpg,61.71511869,0.085784428,7.96E-01
Snrnp25,208.1424089,0.160467817,0.449980201
Nsg2,4706.412201,-1.189707552,1.72E-16
Bod1,255.1611455,-0.1500638,4.94E-01
