gene,ribo_baseMean,ribo_log2FC,ribo_padj
Fut2,8.759326002,0.900304088,0.078773129
Sec1,2.812354588,-0.129455645,0.805564631
Car11,692.9700196,-1.33609152,3.90E-21
Sphk2,213.2607138,-0.075231046,0.717550798
Sult2b1,45.9106037,-0.29413686,0.35075244
Lmtk3,1518.292227,-1.042629344,7.68E-17
Cyth2,578.3438724,-0.445165903,8.26E-04
Kcnj14,33.40783083,1.663294505,1.95E-05
Grwd1,135.2767541,-0.468717742,0.042357732
Syngr4,4.838736633,0.46232031,0.356136312
Tmem143,183.4629253,-0.510027453,0.009233156
Nomo1,1438.618778,-0.495384683,8.82E-06
Abcc8,306.8672872,-0.602535541,2.20E-04
Gtf2h1,190.7417706,-0.630418094,7.97E-04
Ldha,526.7156758,-0.854689603,1.73E-09
LOC100365259,85.72499805,-0.383948627,0.123255907
Ptpn5,639.8138619,-0.924912829,2.51E-11
Zdhhc13,215.7398459,-0.803532776,1.53E-05
Slc17a6,163.9680438,-1.70887444,2.62E-15
Fancf,63.60565842,0.311144303,0.25936956
Svip,120.6870601,0.451560927,0.045038472
LOC108348727,2.224701103,0.13905391,0.783797742
LOC100912195,340.8865823,-0.951357405,8.27E-09
Ndn,1848.387921,-0.24851352,0.023607952
Magel2,7.776016176,0.638467022,0.196612233
Mphosph10,146.2258434,-0.051546091,0.833939823
Mcee,227.7912896,-0.06331813,0.760888652
Ndnl2,202.6680357,-0.621556016,7.96E-04
Tarsl2,245.1210324,-0.53702926,0.001836189
Tm2d3,353.8491164,-0.420144173,0.006672523
LOC108349769,71.680273,-0.807563719,0.003426278
Snrpa1,188.3641892,-0.212496777,0.291153859
Vimp,433.8405276,0.449259661,0.004579125
Asb7,68.75225589,-0.2352179,0.401547497
Lins1,28.03665854,-0.356208565,0.319952378
Lysmd4,73.37154246,-0.116266913,0.686810624
Fam169b,8.685747226,1.107574281,0.035951811
LOC499179,11.69046989,0.092060819,0.847637307
Mrpl46,182.3243239,-0.158040116,0.434706461
Mrps11,169.8860151,0.095845373,0.681569555
Det1,27.56098271,-0.3353395,0.356277935
Rhcg,2.20281695,0.050767238,0.923830666
Pex11a,71.54538265,0.300963397,0.266419732
Mesp1,3.125058055,-0.216537902,0.67014263
Mesp2,16.32632573,0.037953176,0.935655172
Ap3s2,254.0820953,-0.083992183,0.668034316
Gdpgp1,43.7545255,-0.544296459,0.088669094
Ttll13,5.584961403,0.179013818,0.726449931
Ngrn,3.578859051,-0.049394266,0.929088492
Rccd1,10.91079127,-0.64401018,0.171949978
Unc45a,422.1670912,0.164780777,0.29324595
Hddc3,183.0475583,1.24882403,8.86E-11
Man2a2,1354.346061,-0.676322775,5.14E-09
Zscan2,35.13757605,0.14139588,0.686144232
Wdr73,120.9921075,-0.235611491,0.320206518
Ap3b2,2291.833249,-0.586472879,8.39E-09
Fam103a1,192.596631,-0.258627555,0.207948334
RGD1305713,18.77642868,-0.599848488,0.153632214
Btbd1,1516.961354,0.363109051,9.05E-04
Hdgfrp3,450.3121091,-0.117100125,0.467779678
Il16,37.48677261,2.121615765,2.51E-08
Mesdc1,32.76298078,0.165541218,0.639789996
F8a1,650.1491822,-0.518225973,8.18E-05
Vbp1,1079.158525,-0.126326951,0.34987225
Mpp1,518.6010139,-0.181304406,0.216068095
Tyr,4.176740481,-0.365224726,0.466796887
Hikeshi,454.8069883,-0.456314247,0.001273326
Tmem126b,162.4184969,-0.348740501,0.081244116
Tmem126a,62.06235212,-0.11971757,0.690559715
Rab30,202.3029621,0.094597,0.649364514
Usp35,164.039424,-0.33388125,0.097298879
Kctd21,139.3791811,-0.374207205,0.076385498
Alg8,58.63643639,-0.089598161,0.7754078
Ndufc2,1313.324283,0.00175952,0.991042399
Clns1a,407.6360205,0.001173559,0.995220332
Aqp11,47.27072228,-0.115817762,0.721789745
Capn5,253.1365078,0.325419079,0.061922087
Thap12,60.51453395,-0.63045004,0.026938051
Dgat2,420.5538833,-0.8528097,2.03E-08
Mogat2,10.74383247,-0.049593128,0.920549837
Klhl35,35.22713258,0.840394966,0.018855213
Lipt2,30.86478265,-0.348897859,0.316640683
Ppme1,850.1323295,-0.621379354,3.02E-07
Mrpl48,518.3987291,0.199189638,0.193931388
Rab6a,4961.534214,-0.633796899,2.57E-11
Stard10,145.9647285,0.692584764,0.001273293
LOC103691225,27.78937145,1.14622458,0.004031639
Trim68,41.53488852,0.184258601,0.575434006
LOC100134871,96.13234238,2.025543181,2.16E-14
Hbb,2572.791349,2.019008685,1.61E-75
RGD1561034,2.960298665,-0.375667961,0.424212322
Fam160a2,437.2654394,-0.357335115,0.013653151
Smpd1,1048.43143,0.00699402,0.963384396
Trim3,889.0851926,-0.842079788,1.10E-11
Arfip2,642.1491107,-0.895180493,8.71E-12
Timm10b,110.7766537,0.242337357,0.300934215
Taf10,389.4432289,-0.281036951,0.068492442
Mrpl17,414.4126859,-0.443340822,0.002120861
LOC690182,3.750087406,-0.231233696,0.651564751
Tub,311.5714221,-0.659464377,3.78E-05
Lmo1,184.1865892,-1.402318526,1.59E-11
Tmem9b,670.5285007,0.001830392,0.991350702
Tmem41b,435.4511799,-0.041017984,0.81762402
Ipo7,1780.596551,-0.252625817,0.022320683
Ctr9,787.6642688,-0.169951217,0.196524632
Eif4g2,31.27177918,-0.184801508,0.604313022
Usp47,1128.777254,-0.42278241,2.32E-04
Btbd10,516.1084676,-1.099317159,2.24E-15
Rras2,86.44338831,0.099461279,0.720590652
LOC501266,13.58114881,-0.122368199,0.792491942
LOC108349780,4.050465979,-0.154371924,0.769052946
Copb1,1436.245161,-0.045368111,0.740417899
Psma1,1092.5534,-0.367237114,0.001467841
Calca,3.513203436,0.152165971,0.772416932
RGD1311703,762.1449073,-0.480338869,1.00E-04
Arl6ip1,1598.1199,-0.069326518,0.616554194
Coq7,138.5386966,-0.063624535,0.793992533
Tmc5,17.4943659,0.280621434,0.494542711
Gde1,1859.613768,-0.917045232,1.14E-15
Knop1,2.652405331,0.277496867,0.571480429
Lyrm1,79.1232197,-0.137108015,0.617556216
Crym,4277.948088,-1.823791441,1.80E-40
LOC691519,4.379265507,-0.302801892,0.548045566
LOC102547219,118.1036735,-0.595660858,0.008429848
Polr3e,160.4870371,-0.232914905,0.265478798
Scnn1g,2.168739141,0.469020607,0.321048687
Ubfd1,294.0894791,-0.038592314,0.8457681
Ndufab1,943.1127093,-0.37759371,0.001657144
Palb2,16.65278715,-0.257947493,0.536268694
Dctn5,416.2903603,-0.526068201,3.84E-04
Lcmt1,407.9795196,-0.534930965,2.19E-04
Snrpn,603.0610041,-0.749509334,6.49E-08
Snurf,219.581235,-0.773805774,1.33E-04
Kdm8,72.03923246,0.071765245,0.809549425
Gtf3c1,1342.343189,-0.095564414,0.447711623
LOC102548734,69.71733465,-0.508064242,0.060134575
Spns1,719.1040519,-0.580627764,1.52E-05
Atp2a1,6.635845419,-0.956708702,0.073612392
Sh2b1,350.4595321,-0.505710709,0.001273709
Tufm,704.6580731,-0.017645093,0.91362206
Eif3c,2316.377439,-0.242862617,0.022010289
Sgf29,105.4579446,-0.304953135,0.191381387
Slx1b,136.1686416,0.039433449,0.876681685
RGD1565363,72.55703455,0.211010289,0.435549194
Coro1a,1128.599344,-1.064672694,7.10E-16
Ypel3,899.9823005,-0.397204631,9.65E-04
Aldoa,5951.35334,-0.197078285,0.054491768
LOC103691235,3.330264619,-0.334666018,0.503689807
Fam57b,212.5923459,0.859845617,2.41E-06
Doc2a,111.2647063,-0.506101239,0.035338018
Ino80e,226.4531963,-0.076617761,0.706783129
Kctd13,939.7996713,-0.924350496,4.45E-11
Asphd1,209.4910279,-0.848887634,7.07E-06
Sez6l2,7917.379666,-1.265871651,1.58E-25
Cdipt,786.4157155,-0.31071131,0.013642805
Prrt2,507.4863478,-1.003899849,3.75E-09
Maz,369.6299745,0.563812849,1.71E-04
Cd2bp2,489.572386,-0.22217959,0.130832323
Tbc1d10b,616.7216078,-0.557005876,4.06E-05
Sept1,12.36873098,1.430308338,0.006623881
Znf48,115.8042576,-0.227670191,0.334536044
Zfp771,700.9400899,0.298382701,0.019952936
LOC102547029,72.00936982,-0.243888494,0.366736351
LOC102553962,31.86156441,-0.27776342,0.420142273
LOC102554302,56.46166579,-0.215959517,0.470882418
Zfp689,55.28262892,-0.337897374,0.250890923
Prr14,73.22739711,0.090041676,0.756301463
Fbrs,248.6541461,-0.081961213,0.686562062
Phkg2,165.7026361,-0.729473725,5.20E-04
Rnf40,466.4405545,-0.288209737,0.044474487
Zfp629,113.7880016,0.177391887,0.452497397
Fbxl19,183.0792867,-6.38E-05,0.999739886
Stx1b,2227.263601,0.128223411,0.28587714
Zfp668,98.26302733,-0.598268873,0.014046869
Prss53,7.680240308,-0.320395819,0.504247957
Kat8,184.2000306,-0.37677348,0.047373916
Prss36,5.124294863,-0.1710115,0.739571184
Fus,392.3728693,-0.598404036,6.27E-05
Tgfb1i1,174.8067983,0.768481112,6.51E-05
RGD1310127,299.8208205,-0.239513642,0.16542104
Tial1,433.7704202,-0.455791787,0.001667785
Inpp5f,358.3276048,0.036784852,0.851800366
Sec23ip,608.0635852,-0.191515012,0.197259097
Btbd16,13.72411467,-0.697202157,0.134009858
RGD1305014,123.4666938,-0.623745083,0.005354552
Pstk,62.46612522,-0.499772394,0.071891961
Ikzf5,124.9503573,-0.069790042,0.779929615
Wdr11,764.0615435,-0.275425472,0.032616015
Chst15,197.167019,-0.872794028,1.05E-05
Oat,1585.150227,0.106083613,0.38679559
Lhpp,374.3049918,1.445404322,1.99E-18
Mettl10,102.1506682,-0.217048204,0.370335346
LOC103691253,10.66639918,-0.019453838,0.968615321
Edrf1,287.3557709,-0.729780674,7.97E-06
Uros,92.1039318,-0.516865329,0.036928785
Dhx32,330.4515588,-0.24219607,0.141063014
LOC100302465,8.606779718,1.151256079,0.032620893
Fam196a,21.10260063,-0.188048195,0.634900846
Glrx3,672.750538,-0.226892221,0.09004668
Mapk1ip1,94.68868985,-0.242280789,0.337984152
Ppp2r2d,159.6771055,-0.098155933,0.678592308
Bnip3,84.58442168,-0.172451748,0.515442322
Dpysl4,1016.602895,0.839284832,3.16E-13
Stk32c,339.0811747,0.034856972,0.857463436
Pwwp2b,295.1737516,-1.31029713,7.40E-13
Kndc1,891.3306226,-0.058260402,0.685393405
Zfp511,73.88895456,-0.219405383,0.419469681
Caly,2368.199434,-0.671408971,3.02E-11
Mtg1,98.22369901,0.066501321,0.812436992
Sprn,842.9370973,-1.42862642,3.68E-23
Scgb1c1,5.203379844,0.392498924,0.432071225
Bet1l,81.18189942,-0.12513127,0.663847702
Ric8a,556.7577282,-0.445919487,0.001078366
Sirt3,316.8330735,-0.07152734,0.717374872
Cox8b,3.381230359,0.434566223,0.381613611
LOC102555474,2.731673717,0.032767162,0.952857799
Ifitm6,5.142586711,-6.88E-04,0.99897722
B4galnt4,192.0436559,-0.537198821,0.005431572
Sigirr,11.89707628,0.540890772,0.233228924
Ptdss2,763.1497729,0.146945174,0.285127098
Hras,188.2307046,-0.443386959,0.022686096
Lrrc56,3.257196883,0.108258901,0.838574906
Rassf7,7.24990559,-0.675668324,0.181960647
Phrf1,505.3570646,-0.006944224,0.968660721
Eps8l2,13.29535041,0.260199796,0.552016465
Brsk2,579.2919753,-0.266885998,0.051716881
LOC103691267,25.43477792,-0.723176042,0.067058379
Dusp8,765.8887037,0.064931428,0.659693013
Ifitm10,114.6680683,0.314700371,0.164200416
Syt8,2.08909077,0.804577238,0.077917396
Mrpl23,312.7923849,-0.173027734,0.306420145
Th,4.745449732,1.495069309,0.006842759
Tssc4,93.9461128,-0.536498185,0.026467679
Phlda2,2.40936927,-0.261512199,0.592082931
Nap1l4,787.9244397,0.354524945,0.007598116
Dhcr7,655.1162463,0.71461814,3.00E-08
Oraov1,54.27908801,-0.259071701,0.389936302
Ighmbp2,271.1045111,-0.174795973,0.334019757
Mrpl21,205.0614798,-0.003643062,0.987376539
Tesmin,2.220664304,0.207450014,0.664364626
Gal,42.5911924,3.545066925,2.62E-15
RGD1311946,121.9866078,-0.278013678,0.21835668
Ndufs8,1187.909829,-0.029981646,0.833742489
LOC688778,15.3095405,-0.218561534,0.6124201
Aldh3b2,5.510187519,-0.221106526,0.66192614
Tbx10,6.779748791,-0.014614716,0.978259179
Nudt8,85.2711338,-0.078773394,0.780202378
Ndufv1,2190.493599,-0.370389607,3.79E-04
Pitpnm1,1707.596866,1.048845374,5.12E-24
Aip,412.7856145,-0.00656762,0.972171095
Rps6kb2,30.20604281,-0.023696479,0.95273363
Ppp1ca,1925.762735,-0.658293572,6.76E-09
Ankrd13d,362.8365693,-0.828643433,5.83E-08
Grk2,1888.713993,0.672782484,6.36E-11
Syt12,570.1907111,-1.470687113,4.06E-21
Lrfn4,153.4049419,-0.945691392,1.64E-05
Rce1,125.5801564,-0.736464159,0.00116548
Sptbn2,2716.969542,0.233119744,0.404866514
Rbm4b,130.0366361,0.938820797,1.83E-05
Rbm4,84.21075999,-0.382197113,0.144913527
Rbm14,536.1464713,-0.144783896,0.332002418
Actn3,2.933569112,-0.175129425,0.733230784
Zdhhc24,195.1129229,-0.550199809,0.004802593
Bbs1,257.1145987,0.393296622,0.019484454
Dpp3,285.8655294,-0.265915381,0.124953768
mrpl11,207.0031418,-0.412740502,0.024217515
Npas4,29.73534538,-1.747332246,3.61E-05
Cnih2,2382.456578,0.565294945,2.24E-07
LOC102555167,10.23460315,0.076241921,0.876512149
Klc2,2331.38614,-1.228285586,2.91E-27
Gal3st3,1078.608345,-0.068813084,0.632187347
Cst6,108.0591889,-0.732514588,0.00205891
Banf1,458.6479733,-0.346261912,0.018799261
Eif1ad,67.15241498,-0.355574623,0.195522193
Sart1,444.1430393,-0.507498795,6.23E-04
Drap1,410.0541922,-0.267987769,0.091022124
Bles03,402.4605232,-0.657321196,2.52E-05
Ccdc85b,714.5341488,-0.493708945,1.25E-04
Mus81,77.33504885,-0.278718004,0.286782936
Cfl1,2489.743333,-0.301612385,0.00474196
Snx32,371.6308247,-0.828927321,7.21E-08
Ap5b1,174.980445,-0.949327321,6.62E-06
Rnaseh2c,223.1125211,-0.563420796,0.001730428
Kat5,256.4448348,-0.110438098,0.557069698
Fam89b,155.2199591,0.212608029,0.334536044
Sssca1,577.4498337,0.331300739,0.013899417
Cdc42ep2,83.03082057,1.036075041,7.87E-05
Syvn1,914.82117,-0.528810512,9.61E-06
Mrpl49,435.006857,-0.092633232,0.571840757
Znhit2,205.5976501,-0.662755761,8.40E-04
Tm7sf2,212.9723777,0.527674817,0.003990483
Zfpl1,222.5997888,-0.255901193,0.17354645
Naaladl1,2.6334233,-0.186831082,0.706783129
Snx15,203.8167121,-0.411653061,0.028372315
Ppp2r5b,419.885864,-0.045753047,0.79434223
Atg2a,461.749894,0.106458391,0.527008847
Cdc42bpg,19.53555783,1.8006106,1.78E-04
Men1,475.5918098,-0.236570035,0.114815024
Map4k2,190.5589183,-0.209613796,0.317457768
Slc22a12,12.03142988,1.533031771,0.003949565
Trmt112,307.9724195,-0.230718796,0.185636279
Esrra,309.0207526,-0.238969003,0.166097039
Kcnk4,63.15553648,-0.848772512,0.004070203
Gpr137,308.408984,-0.245437255,0.17680241
Bad,224.9877935,0.008551358,0.970268254
Fkbp2,408.1766269,-0.149496984,0.358020744
Dnajc4,64.4242849,-0.175311604,0.541781114
Nudt22,120.4499523,-0.077849588,0.768678813
Trpt1,21.10020335,0.043803016,0.918481974
Stip1,1391.325214,-0.301668412,0.006870677
Flrt1,277.19917,0.386087257,0.018594822
Otub1,1331.701788,-0.463046343,4.68E-05
Cox8a,3416.18049,0.180493979,0.101886237
Naa40,33.14914556,0.453142452,0.184028813
RGD1308106,76.7603395,-0.390693856,0.138962897
RGD1560108,209.5756466,0.039660083,0.857683928
Hrasls5,5.359088812,-0.420376687,0.397438956
Chrm1,2496.20596,-1.620401652,5.96E-33
Wdr74,132.3052261,-0.350568758,0.101007501
Taf6l,118.0172577,-0.25232857,0.269203286
Polr2g,534.595299,-0.427176195,0.001647259
Zbtb3,58.26111241,-0.599187702,0.039233419
Ttc9c,142.6673972,0.039218919,0.875919449
Hnrnpul2,1374.137156,-0.489274626,9.78E-06
Gng3,1915.720677,-0.940428523,4.52E-16
Bscl2,293.0193969,-0.482609362,0.002821298
Ints5,309.4422752,-0.52615274,0.001522799
B3gat3,370.0908832,0.107956271,0.550984154
Tut1,144.8041398,-0.43388814,0.0346753
Best1,8.166354995,-0.59156017,0.231449465
Tmem258,69.83718513,-0.251677268,0.356301218
Dagla,1584.135513,-0.883460999,2.13E-12
Lrrc10b,106.2167568,0.327656398,0.163680941
Cpsf7,167.8614963,-0.337535676,0.087502981
Tmem132a,1931.757902,-0.895186552,1.48E-14
Prpf19,3113.913391,-0.005513952,0.966797179
Ptgdr2,4.459354825,0.902358115,0.08725931
Ccdc86,112.1309843,0.107849258,0.671311002
Stx3,40.73777551,-0.287728716,0.372404753
Mrpl16,337.7933682,-0.113508437,0.516271142
LOC103691294,12.58921214,-0.105286667,0.821268927
Osbp,511.8537619,0.045507948,0.792972643
RGD1305704,98.70581146,0.073780665,0.785969742
Cep78,102.3790168,0.329419584,0.158242641
LOC499331,91.78028386,0.484437156,0.043495148
Zfand5,1322.8431,-0.7867059,4.53E-12
Abhd17b,458.6511784,0.316006505,0.032593858
Fxn,110.7075859,-0.211862343,0.383262373
Fam122a,183.9699807,-0.657047029,8.90E-04
Cbwd1,89.38263042,-0.374997476,0.135967658
C1H9orf66,3.062546643,0.499195413,0.292836447
Vldlr,993.2611185,-0.758580785,9.39E-10
Slc1a1,2220.885326,-1.190416056,9.20E-26
Plpp6,303.4118177,-1.611741736,6.47E-18
RGD1565057,2.205032032,-0.404294555,0.38214848
Rln1,2.209810239,-0.302476239,0.528178994
Plgrkt,83.03843081,0.047172456,0.874532517
Ermp1,768.830314,0.454271212,3.19E-04
RGD1311595,121.8472437,0.102230652,0.681709983
Ranbp6,720.7595556,-0.357087409,0.006309363
LOC100361898,3.586293324,0.009915397,0.985730896
Cstf2t,904.2027569,-0.339904843,0.004898363
Minpp1,132.9519163,-0.569586517,0.007493182
Pten,594.1431305,-0.09370776,0.537566895
Stambpl1,183.29424,-0.773578862,5.39E-05
Ifit1bl,5.784335394,-0.152338223,0.768626057
Pank1,181.2939531,0.218797422,0.269203286
Ears2l1,3.553731095,-0.233275823,0.647224457
Rpp30,182.6206426,-0.049347814,0.832919436
Fgfbp3,60.75256784,1.608613087,1.23E-07
Lgi1,1656.675621,-1.172495297,1.01E-22
Frat1,28.64541868,-0.251672885,0.493201472
Frat2,38.96452573,-0.113376853,0.742620134
Rrp12,246.0404204,-0.314605705,0.07449298
Pgam1,3074.80274,-0.664170721,6.33E-10
Exosc1,141.6022485,-0.475129639,0.021606775
Zdhhc16,186.5604019,-0.70872593,4.85E-04
Morn4,112.7074558,-0.120858454,0.623048597
Avpi1,252.5926901,-0.385092258,0.026683971
Zfyve27,837.6747033,-0.865493344,2.58E-10
Golga7b,218.5451923,-0.075457813,0.723062579
Got1,3716.1266,-0.920479894,5.03E-20
Slc25a28,126.2786225,-0.34131993,0.118328067
Cox15,152.6935411,-0.16969213,0.433516957
Cutc,38.41021432,0.237172848,0.47542759
Erlin1,172.4325711,-0.668807645,7.32E-04
Cwf19l1,158.5984254,-0.449760324,0.026635126
Bloc1s2,241.3531793,-0.15557311,0.401783296
Scd4,4.104174256,0.87684394,0.093840088
Scd,173.9812781,0.958915139,8.64E-07
Wnt8b,8.785621055,-0.062807057,0.902283659
Sec31b,338.9253016,0.683400682,0.125939018
Ndufb8,2618.70734,-0.131954133,0.240207866
Hif1an,177.1717217,-0.05690041,0.801086294
Slf2,149.7580701,-0.543717483,0.009112034
Mrpl43,363.2159947,-0.392243967,0.013516941
Peo1,57.12426283,-0.01050476,0.975193035
Pdzd7,4.720708523,-0.273819893,0.586958852
Sfxn3,471.7116514,-0.390471247,0.005535625
Poll,220.1192582,0.111042147,0.595316382
Dpcd,402.0664667,-0.370305223,0.011603269
Mgea5,1422.502935,-0.300744731,0.007744747
Nolc1,934.225632,-0.614326179,2.18E-07
Psd,4254.886592,1.393482324,2.44E-47
Mfsd13a,151.1025219,-0.414497331,0.042025578
Actr1a,2261.431105,-0.270750248,0.010888851
Trim8,655.4580641,0.32978708,0.011298661
Arl3,607.5797241,-0.597275937,1.43E-05
Borcs7,243.2793462,0.364392152,0.034665949
Ina,2082.047254,-1.327191621,1.55E-30
Pcgf6,18.19653156,-0.199989299,0.625449422
Taf5,59.99916189,-0.623967937,0.031616324
Calhm1,2.962878217,-0.31819667,0.521213567
Col17a1,32.10045018,-0.207423533,0.656619849
Gsto1,1162.305719,-1.134125293,7.59E-21
Xpnpep1,1048.81325,-0.31829953,0.01141553
Dusp5,93.4085891,-1.013528165,7.20E-04
Bbip1,51.84346163,-0.102017677,0.75023025
Adra2a,119.6366705,-0.61226197,0.0062968
Acsl5,423.6971236,-1.095552791,5.41E-11
Adrb1,118.237142,-0.678756272,0.003720983
Slc18a2,30.98459455,2.759952219,2.16E-10
Rab11fip2,279.288596,-0.992009711,6.17E-08
Fam204a,135.9200844,-0.09635846,0.684880099
Cacul1,145.718073,-0.271372876,0.196926598
Nanos1,41.72245973,0.043928263,0.904986681
Sfxn4,89.99181993,-0.404426519,0.100935274
Prdx3,639.1460341,0.071173434,0.647987437
Hcn1,1463.296294,-1.264861914,1.84E-28
Ctnnd2,2254.199222,0.56219054,4.78E-08
Fat4,317.7894962,0.077640695,0.674514745
Rasa1,628.3344971,-0.698525822,3.11E-07
Xrcc4,128.3413608,-0.247035669,0.265945053
Jmy,189.965151,0.672563182,4.21E-04
Iqgap2,1383.013872,-1.81118441,2.13E-37
Mast4,3.395082546,0.676204564,0.15453711
Pde4d,503.3632236,-0.987824235,3.19E-12
Parp8,200.9752329,-0.770937505,4.05E-05
Hmgcs1,6131.840492,0.690672713,2.88E-11
Drosha,435.0516431,-0.344034354,0.019411509
Cdh12,49.27955648,-0.774135911,0.014838545
Cdh18,279.0680456,-1.909519224,1.13E-23
Basp1,3140.139719,-1.179397953,2.04E-29
Ralyl,367.1414395,-1.064330428,1.60E-10
Hltf,295.5712115,-0.057619343,0.769043375
Nlgn1,710.4680725,-0.986519183,1.19E-13
Tnik,1371.892524,-0.198136374,0.095767315
Eif5a2,316.854836,-0.313586812,0.049340735
RGD1307100,2190.470992,-0.735159094,3.39E-12
Naa15,738.0692873,-0.16203525,0.255850892
Dclk1,5194.201717,-0.797084296,2.65E-15
Gfm1,517.3636286,0.2705843,0.054461877
Schip1,1220.986928,-0.860777751,1.25E-13
Serpini1,5426.121375,-0.167643964,0.121543877
Cks1b,4.110129052,0.071161025,0.896327471
Ints3,1006.968661,-0.236069395,0.051912421
Vps45,719.993487,-0.624715708,4.69E-07
Ntng1,265.878667,-0.178703145,0.319033408
Dpyd,52.70454953,0.029868811,0.929819792
Rap1gds1,2737.593231,-0.854442202,1.32E-14
Sep15,1514.40833,-0.374035224,6.59E-04
St6galnac5,915.3611891,-1.075280923,1.01E-18
Ell2,154.6862835,-0.712461008,6.61E-04
RGD1560883,179.8707262,-0.55672088,0.003721397
Mef2c,506.6699095,-0.00846358,0.962357331
Tmem161b,37.85623688,-0.289603174,0.388276297
Atp6ap1l,25.93933673,0.347166782,0.352728012
Ssbp2,410.5900584,0.371411722,0.011212497
Msh3,124.1526563,-0.701412089,0.001634049
Homer1,748.045298,-1.343962498,3.69E-24
Pde8b,338.2548269,-0.001871863,0.99277817
Arhgef28,1313.931738,-0.466980683,2.63E-05
Poc5,132.7547781,-0.492683969,0.021456863
Fam169a,439.1783838,-0.760765892,1.20E-07
Enc1,5017.994663,-1.265358433,3.67E-25
Mrps27,192.8047445,-0.210553475,0.29827599
Map1b,16617.56892,-0.622768542,1.34E-11
Ak6,58.61773775,-0.573617565,0.047714396
Srek1,214.3582475,-0.504246747,0.005380647
Sgtb,1113.370283,-0.567862673,7.46E-07
Cenpk,13.90562106,0.049608608,0.916289891
